New Zoning,Old Zoning,New maximum residency,Old maximum residency,New maximum sqft.,Old maximum sqft.,Distance to Closest Rapid Transit (meters)
RSA-5,R9A RES2,148.05,148.05,195942.79767532728,195942.79767532728,1294.6838995044036
RSA-5,R9A RES2,202.1,202.1,265970.2229649008,265970.2229649008,3166.030754656463
CMX-2,C2 COM1,25.85,25.85,11263.9731522503,11263.9731522503,1014.7666771956867
RM-1,R10 RES3,2441.65,2472.2000000000003,1097934.962424242,1112051.2690839823,19.467852082660944
RSA-5,R10A RES2,18.8,18.8,26198.45480570293,26198.45480570293,383.6809468774993
RSA-5,R9A RES2,321.95,321.95,420862.8138578963,420862.8138578963,929.991426253601
RSA-5,R9 RES3,84.60000000000001,251.45000000000002,113103.40593472624,113103.40593472624,898.6061001262411
RSA-3,R5 RES2,39.95,39.95,57410.88438446012,57410.88438446012,2815.0809529245216
RSA-5,R9A RES2,143.35,143.35,188235.25419454282,188235.25419454282,1119.5221918033365
CMX-2,C2 COM1,1106.8500000000001,1106.8500000000001,497998.5589625011,497998.5589625011,804.6438210177922
RM-1,R9 RES3,434.75,441.8,195559.58945780827,198073.92703655158,853.3426512767845
CMX-3,C3 COM5,2538.0,2538.0,1141473.4415616319,1141473.4415616319,2330.1739912589323
CMX-1,C1 COM1,2.35,2.35,4175.912209971182,4175.912209971182,3577.787023617771
CMX-1,C1 COM1,2.35,2.35,5478.721024412944,5478.721024412944,1593.6179319080204
CMX-1,C1 COM1,2.35,2.35,3265.8379630073696,3265.8379630073696,1352.5753566197552
RSA-5,R9 RES3,72.85000000000001,218.55,97731.67194553612,97731.67194553612,847.5645415812436
RSA-5,R9A RES2,51.7,51.7,67567.1248968865,67567.1248968865,3310.0743793638317
RSA-5,R9A RES2,51.7,51.7,67808.85069716681,67808.85069716681,1592.9815205823513
RSA-3,R5 RES2,70.5,70.5,104176.26266873654,104176.26266873654,2276.7358413027487
RSA-4,R6 RES2,185.65,185.65,193805.5399432025,193805.5399432025,12321.591639677019
RSD-1,R1 RES1,2.35,2.35,20853.760566860983,20853.760566860983,8505.984365313283
RSA-2,R4 RES2,225.60000000000002,225.60000000000002,363500.6185504565,363500.6185504565,8449.505247833667
RSD-3,R2 RES1,72.85000000000001,72.85000000000001,142843.81248583418,142843.81248583418,8844.24773299454
RSA-2,R4 RES2,225.60000000000002,225.60000000000002,364731.3389173844,364731.3389173844,9592.10673585865
RSD-1,R1 RES1,4.7,4.7,21480.616572645733,21480.616572645733,8469.31724273326
RSA-2,R4 RES2,220.9,220.9,357742.494597237,357742.494597237,8930.444598135377
RM-2,R12 RES4,227.95000000000002,227.95000000000002,102493.96601506537,102493.96601506537,8976.77240262795
RSD-1,R1 RES1,2.35,2.35,2349.056023830124,2349.056023830124,8461.73049949029
RSD-3,R2 RES1,58.75,58.75,113984.46915941671,113984.46915941671,8376.72089004668
RSD-1,R1 RES1,4.7,4.7,24628.792414064577,24628.792414064577,8479.868047877551
RSD-3,R2 RES1,110.45,110.45,214757.2629851097,214757.2629851097,8570.873871037786
RMX-1,RC6 RES7,1804.8000000000002,1804.8000000000002,811189.2899597626,811189.2899597626,8889.976448305357
RSA-4,R6 RES2,122.2,122.2,127926.68516695735,127926.68516695735,12571.15230617822
RSD-3,R2 RES1,101.05,101.05,194631.50322813212,194631.50322813212,11044.562568018098
RSA-2,R4 RES2,82.25,82.25,134359.0377505996,134359.0377505996,10081.163045589425
RSD-1,R1 RES1,28.200000000000003,28.200000000000003,128190.90545723375,128190.90545723375,8945.044789464406
RSD-3,R2 RES1,32.9,32.9,65672.91062947662,65672.91062947662,9270.987557660348
RSA-4,R6 RES2,150.4,150.4,155719.61568899202,155719.61568899202,11747.538046144928
RSD-3,R2 RES1,42.300000000000004,42.300000000000004,83966.26332334707,83966.26332334707,9351.68805046899
RSD-3,R2 RES1,232.65,232.65,446441.4161203196,446441.4161203196,8806.918953217199
RSD-1,R1 RES1,4.7,4.7,24993.40176166234,24993.40176166234,9062.993452555755
RSA-4,R6 RES2,131.6,131.6,137427.36800629666,137427.36800629666,12028.861616321263
RSD-1,R1 RES1,2.35,2.35,8710.854755767643,8710.854755767643,9333.206033301474
CMX-2,C2 COM1,9.4,9.4,3251.9539329705185,3251.9539329705185,397.83741872052485
CMX-2,C2 COM1,9.4,9.4,3934.515253748242,3934.515253748242,212.10888044588546
RM-1,R10 RES3,185.65,188.0,82810.23062979076,83874.93359503095,441.82829313499377
I-2,G1 IND2,0.0,0.0,251978.5094516269,251978.5094516269,1711.5706313559917
CMX-2,C2 COM1,16.45,16.45,7313.559443005261,7313.559443005261,893.5519646223274
I-2,G2 IND3,0.0,0.0,103867.99216320866,103867.99216320866,740.1766768562095
RSA-5,R10 RES3,86.95,256.15000000000003,114648.07248181361,114648.07248181361,401.9804361654636
I-2,G2 IND3,0.0,0.0,199112.5493515216,199112.5493515216,1404.9624109568645
RSA-5,R10A RES2,202.1,202.1,265803.6625162499,265803.6625162499,728.0035843130089
CMX-2,C2 COM1,190.35,190.35,85176.14428544322,85176.14428544322,598.6023312610602
RSA-5,C2 COM1,2.35,4.7,1484.9475024935296,2094.425250343483,513.4477160001763
RSA-5,R10 RES3,77.55,227.95000000000002,102479.76082181974,102479.76082181974,436.15264923879835
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,2896.583191844935,2896.583191844935,876.6830650944055
ICMX,R13 RES4,709.7,213.85,318894.1076346605,95668.23229039814,1414.9203230236665
CMX-2,C2 COM1,9.4,9.4,4043.8067635100306,4043.8067635100306,682.3183932575218
I-2,G2 IND3,0.0,0.0,11631292.003613006,11631292.003613006,4835.473585070453
RSA-5,R10A RES2,63.45,63.45,85367.63350719034,85367.63350719034,289.52753752139665
RSA-5,R10 RES3,18.8,56.400000000000006,24646.079665713878,24646.079665713878,236.192760567926
CMX-2,R10 RES3,11.75,9.4,4617.2095510378595,3273.601571685843,257.1914302995264
RSA-5,R10A RES2,18.8,18.8,24796.206506814997,24796.206506814997,492.5198178264428
CMX-2.5,C2 COM1,173.9,138.65,77905.0052207263,62324.004176581046,163.20642135734397
RSA-5,L4 IND1,25.85,192.70000000000002,36539.136952591456,85893.59885423473,446.32483391581667
ICMX,G2 IND3,25.85,0.0,11322.742260050687,11322.742260050687,740.5031931064437
RSA-5,L4 IND1,11.75,96.35000000000001,18011.288925337314,42339.65426736557,397.006277725169
ICMX,G2 IND3,756.7,0.0,340191.51592628396,340191.51592628396,657.7318003035485
RSA-5,R10 RES3,11.75,42.300000000000004,18235.210542826782,18235.210542826782,344.37348213654246
RSA-5,R10 RES3,18.8,56.400000000000006,24878.619605817075,24878.619605817075,309.2635117926244
CMX-2,G2 IND3,82.25,0.0,36306.97476022226,60511.624600370444,567.098641679292
RSA-5,G2 IND3,7.050000000000001,0.0,10343.628821779357,24315.06540145594,553.5762215661077
RSA-5,R10 RES3,16.45,51.7,23134.95530595487,23134.95530595487,277.7760766410057
RSA-5,R10 RES3,103.4,307.85,137785.14468414342,137785.14468414342,423.61651481794667
CMX-2.5,G2 IND3,108.10000000000001,0.0,48016.436809805855,64021.915746407816,229.93078422788625
CMX-3,G2 IND3,176.25,0.0,78994.93944110959,65829.11620092465,555.5768292125766
CMX-3,G2 IND3,533.45,0.0,239623.47623699074,199686.23019749223,470.507908197167
ICMX,G2 IND3,206.8,0.0,93011.78176822339,93011.78176822339,332.73291878748915
RSA-5,G2 IND3,101.05,0.0,133011.8695185004,312674.82256347063,367.37880112225105
RSA-5,G2 IND3,14.100000000000001,0.0,21206.21504858702,49850.05888243303,316.8574353993397
RSA-5,R10 RES3,35.25,110.45,48667.11213972124,48667.11213972124,402.07349858402927
RSA-2,R4 RES2,260.85,260.85,420282.69759040826,420282.69759040826,7643.254461101171
RSA-4,R7 RES3,86.95,173.9,90778.23470563127,90778.23470563127,10954.286955248086
RSA-2,R4 RES2,18.8,18.8,32394.375287311985,32394.375287311985,8356.519721208928
RSA-4,R6 RES2,101.05,101.05,106745.52981340898,106745.52981340898,11056.486133691675
RSA-4,R6 RES2,176.25,176.25,182830.79367773034,182830.79367773034,10924.083298559106
RSA-2,R4 RES2,122.2,122.2,198908.86064941346,198908.86064941346,7637.974865011122
RSD-1,R1 RES1,2.35,2.35,12719.925318782436,12719.925318782436,7752.492913363278
RSD-3,R2 RES1,21.150000000000002,21.150000000000002,43341.23259491479,43341.23259491479,7680.896150100369
RSA-4,R6 RES2,197.4,197.4,206133.53501243866,206133.53501243866,10741.593250321725
RSA-2,R4 RES2,237.35000000000002,237.35000000000002,383472.7067881512,383472.7067881512,7428.146637927947
RSD-3,R2 RES1,152.75,152.75,296585.45984803827,296585.45984803827,7540.86677599544
RTA-1,R5A RES3,192.70000000000002,192.70000000000002,139935.3660096308,139935.3660096308,7798.514845517551
RSA-3,R5 RES2,61.1,61.1,90350.17446560608,90350.17446560608,8362.375737110851
RSA-4,R6 RES2,345.45,345.45,359421.15332987346,359421.15332987346,10829.59074398699
RTA-1,R5A RES3,122.2,122.2,90058.96243736817,90058.96243736817,8359.729696750286
RSA-3,R5 RES2,206.8,206.8,297089.6621723536,297089.6621723536,13266.202136783806
RSD-3,R2 RES1,138.65,138.65,265939.44521606306,265939.44521606306,12142.515845439113
RSA-5,R9A RES2,138.65,138.65,183486.83756330283,183486.83756330283,3604.763692791123
RSA-5,R9A RES2,105.75,105.75,138087.39164064705,138087.39164064705,2677.2837694371483
CMX-1,C1 COM1,9.4,9.4,16569.8876660328,16569.8876660328,2158.099630899651
RSA-5,R9A RES2,225.60000000000002,225.60000000000002,295224.2255123935,295224.2255123935,1850.3754023499482
RSA-5,R9A RES2,218.55,218.55,285553.17973674345,285553.17973674345,2137.701529702416
RSA-5,R9A RES2,119.85000000000001,119.85000000000001,157467.3909623118,157467.3909623118,4524.300825700371
RSA-3,R5 RES2,75.2,75.2,110216.00052757087,110216.00052757087,4285.616966846346
RSA-5,R9A RES2,25.85,25.85,36374.06467825508,36374.06467825508,1951.8871062300336
CMX-2,C2 COM1,171.55,171.55,76688.13737045515,76688.13737045515,2582.604509438585
I-2,G2 IND3,0.0,0.0,113961.08009075453,113961.08009075453,4867.504423173889
RSA-5,R9A RES2,124.55000000000001,124.55000000000001,163615.4875869495,163615.4875869495,1901.4001522715394
RSA-5,R9A RES2,72.85000000000001,72.85000000000001,95859.44906095497,95859.44906095497,2002.9449426183762
CMX-2,C2 COM1,190.35,190.35,85557.87962018244,85557.87962018244,1909.0391978964246
RTA-1,R5A RES3,56.400000000000006,56.400000000000006,43647.00277382352,43647.00277382352,4190.870498133274
RSA-5,R9A RES2,72.85000000000001,72.85000000000001,96852.46102499685,96852.46102499685,2557.233122871576
CMX-1,C1 COM1,2.35,2.35,3821.5922507644727,3821.5922507644727,3168.7959910990867
RSA-5,R9A RES2,178.6,178.6,234288.39213577678,234288.39213577678,2827.9218965043515
I-2,G2 IND3,0.0,0.0,6667852.226063378,6667852.226063378,2448.174759467374
RSA-3,R5 RES2,91.65,91.65,134090.04591467232,134090.04591467232,4286.651154775101
CMX-1,C1 COM1,2.35,2.35,4861.51567015866,4861.51567015866,3177.212087507647
RM-1,R9 RES3,204.45000000000002,206.8,91012.23622317243,92182.39354604179,2002.281250552242
RSA-5,R9A RES2,122.2,122.2,161401.84884936624,161401.84884936624,1763.1071848138076
RSA-5,R9A RES2,133.95000000000002,133.95000000000002,177406.72965666142,177406.72965666142,1846.876590807376
RSA-5,R9A RES2,79.9,79.9,105673.7537507466,105673.7537507466,1785.7518062944216
RSA-5,R9A RES2,148.05,148.05,193439.46988559488,193439.46988559488,3606.7450329602516
RSA-5,R9A RES2,206.8,206.8,271717.2602864599,271717.2602864599,2133.7810621962244
RTA-1,R5A RES3,47.0,47.0,34153.085522997084,34153.085522997084,6456.937956275123
RSA-3,R5 RES2,54.050000000000004,54.050000000000004,77779.40195652272,77779.40195652272,6481.349922550968
RSD-3,R2 RES1,25.85,25.85,53185.474288638645,53185.474288638645,7406.418515337495
RSA-4,R6 RES2,455.90000000000003,455.90000000000003,473479.6775634346,473479.6775634346,10439.352189242109
RSA-2,R4 RES2,94.0,94.0,154149.26348247653,154149.26348247653,10217.317758874242
RSA-4,R6 RES2,702.65,702.65,728121.7002352853,728121.7002352853,9134.539189504625
RSD-3,R2 RES1,129.25,129.25,248482.56881566608,248482.56881566608,10236.584194783927
RSA-3,R5 RES2,188.0,188.0,271962.29153922386,271962.29153922386,10348.601347031616
RSD-1,R1 RES1,56.400000000000006,56.400000000000006,258266.09192295757,258266.09192295757,12767.727152419016
RSA-2,R4 RES2,2.35,2.35,5864.152537773313,5864.152537773313,13513.072157640918
RSA-2,R4 RES2,122.2,122.2,199743.9061279529,199743.9061279529,12309.25169570548
RSA-3,R5 RES2,86.95,86.95,125824.78963611634,125824.78963611634,12481.40866917008
RSD-3,R2 RES1,21.150000000000002,21.150000000000002,41020.82547749994,41020.82547749994,12056.235540251258
RSA-2,R4 RES2,192.70000000000002,192.70000000000002,310911.06918637105,310911.06918637105,11636.807292756626
RSA-2,R4 RES2,75.2,75.2,124260.89630741376,124260.89630741376,12933.024761465125
RSA-1,R3 RES2,124.55000000000001,124.55000000000001,239563.8362211062,239563.8362211062,9522.750531886184
RSA-3,R5 RES2,72.85000000000001,72.85000000000001,106446.57308291094,106446.57308291094,10376.877218028916
RSA-5,R9A RES2,103.4,103.4,136338.3268630087,136338.3268630087,3655.7456900133097
RSA-5,R9A RES2,136.3,136.3,180621.96854060233,180621.96854060233,1496.3353988449821
RSA-5,R9A RES2,176.25,176.25,231779.75874777234,231779.75874777234,2170.2694100919352
CMX-1,C1 COM1,2.35,2.35,4083.37561172573,4083.37561172573,2991.1602680669635
RSA-3,R5 RES2,54.050000000000004,54.050000000000004,80504.10631317954,80504.10631317954,2666.490674379782
RSA-5,R9A RES2,84.60000000000001,84.60000000000001,112020.80039402623,112020.80039402623,3131.318109548358
RSA-5,R9A RES2,98.7,98.7,131492.32135789414,131492.32135789414,3933.8332121556105
CMX-1,C1 COM1,25.85,25.85,38443.66178506469,38443.66178506469,4491.301867876202
RSA-5,R9A RES2,176.25,176.25,231594.34945669177,231594.34945669177,2206.794794631536
RSA-3,R5 RES2,98.7,98.7,142851.19957903103,142851.19957903103,4161.048778662627
RSA-5,R9A RES2,119.85000000000001,119.85000000000001,159225.3745291645,159225.3745291645,1369.0949379420936
CMX-2,C2 COM1,141.0,141.0,62611.593887593306,62611.593887593306,3218.6127571738134
RSA-5,R9A RES2,119.85000000000001,119.85000000000001,157610.75993852693,157610.75993852693,3479.1011408547065
RSA-5,R9A RES2,79.9,79.9,104830.40044106377,104830.40044106377,1378.4062275325691
RSA-5,R9A RES2,152.75,152.75,199595.59564736678,199595.59564736678,1245.5630107961088
RSA-5,R9A RES2,82.25,82.25,110008.0717866259,110008.0717866259,1507.3013823537872
RM-1,R8 RES3,54.050000000000004,28.200000000000003,23291.233323972112,16636.595231408653,3453.077752039429
RSA-5,R9A RES2,79.9,79.9,105610.6429473706,105610.6429473706,1281.379340100286
CMX-2.5,C2 COM1,195.05,155.1,86960.73517819874,69568.58814255899,2716.119917137777
RSA-5,R9A RES2,115.15,115.15,152065.80896209786,152065.80896209786,4232.072237225048
CMX-2,C2 COM1,75.2,75.2,33342.889929223755,33342.889929223755,4145.14926737582
RM-1,R9 RES3,458.25,462.95000000000005,205439.42316504708,208080.7871771691,2619.462601678156
RSA-5,R9A RES2,202.1,202.1,264057.54549735517,264057.54549735517,2546.227618181322
RSA-5,R9A RES2,119.85000000000001,119.85000000000001,156961.95021185646,156961.95021185646,3531.529123375654
RSA-5,R9A RES2,77.55,77.55,103619.45991099841,103619.45991099841,2888.9980086256046
RM-1,R9 RES3,928.25,940.0,417289.683026102,422654.8360935806,2467.1372210930053
RSA-5,R9A RES2,176.25,176.25,230341.29691581771,230341.29691581771,2098.9087553150894
RSD-3,R2 RES1,30.55,30.55,61851.36067876192,61851.36067876192,10863.71214291746
RSD-3,R2 RES1,63.45,63.45,125560.53954199198,125560.53954199198,10900.486892851493
RSA-2,R4 RES2,42.300000000000004,42.300000000000004,70926.56334945283,70926.56334945283,10846.053815542236
RTA-1,R5A RES3,79.9,79.9,58513.48595182247,58513.48595182247,10778.748544203627
RSA-3,R5 RES2,44.65,44.65,67116.42077863024,67116.42077863024,10750.957982277112
RSA-3,R5 RES2,133.95000000000002,133.95000000000002,194476.41418603068,194476.41418603068,10668.661886404123
RSD-3,R2 RES1,42.300000000000004,42.300000000000004,84173.6720726946,84173.6720726946,10999.892574975054
RSA-3,R5 RES2,303.15000000000003,303.15000000000003,435865.8903715125,435865.8903715125,10584.208807348024
RSA-2,R4 RES2,72.85000000000001,72.85000000000001,119296.52829226977,119296.52829226977,10809.320601668942
I-2,G2 IND3,0.0,0.0,2488627.7082996373,2488627.7082996373,11519.399884450611
RSA-1,R3 RES2,2.35,2.35,4975.562491795656,4975.562491795656,8570.269840534831
RSD-3,R2 RES1,18.8,18.8,36785.43055044296,36785.43055044296,8644.261719355243
RSD-1,R1 RES1,263.2,263.2,1184142.5931399,1184142.5931399,8096.875133506304
RTA-1,R5A RES3,291.40000000000003,291.40000000000003,210639.5517380405,210639.5517380405,10007.196511546981
RSD-1,R1 RES1,14.100000000000001,14.100000000000001,64163.679344023665,64163.679344023665,9498.802495213218
RSA-1,R3 RES2,30.55,30.55,58817.034875245816,58817.034875245816,9499.933806423986
RM-2,R12 RES4,564.0,564.0,253279.15621388558,253279.15621388558,9845.93311936764
RSD-3,R2 RES1,51.7,51.7,101621.16100670816,101621.16100670816,9588.545560010401
RTA-1,R5A RES3,258.5,258.5,188380.2392172211,188380.2392172211,9968.513112262632
RSA-4,R6 RES2,500.55,500.55,518118.4630338206,518118.4630338206,12747.30624878174
RSA-3,R5 RES2,42.300000000000004,42.300000000000004,61488.708332455564,61488.708332455564,10290.822372374227
RSA-5,R9A RES2,112.80000000000001,112.80000000000001,148164.8238840017,148164.8238840017,3909.083598505234
CMX-1,C1 COM1,2.35,2.35,6016.146733294212,6016.146733294212,3520.811095977419
CMX-1,C1 COM1,2.35,2.35,2998.1849787289752,2998.1849787289752,1601.479562259478
RSA-5,R9A RES2,70.5,70.5,94519.47405227758,94519.47405227758,1345.793127997623
RSA-5,R9A RES2,317.25,317.25,414867.9032314084,414867.9032314084,1014.612250480481
RSA-5,R9A RES2,103.4,103.4,135839.12756234,135839.12756234,1560.807632319976
CMX-2,C2 COM1,21.150000000000002,21.150000000000002,9231.21315872471,9231.21315872471,2214.431832943388
RSA-5,R9A RES2,202.1,202.1,264560.1097758537,264560.1097758537,2458.273210897966
RSA-2,R4 RES2,42.300000000000004,42.300000000000004,68595.78665933054,68595.78665933054,1013.5488632958593
RM-1,R9 RES3,423.0,427.7,189306.1258533693,191740.06175719836,2490.0057497888315
RSA-5,R9A RES2,112.80000000000001,112.80000000000001,149848.62377294977,149848.62377294977,1598.40865368321
RSA-5,R9A RES2,126.9,126.9,165655.37984690597,165655.37984690597,3426.5856381126882
CMX-2,C2 COM1,18.8,18.8,8218.408716283271,8218.408716283271,1039.2118408919682
RM-1,R9 RES3,361.90000000000003,366.6,162673.40951225933,164764.92477741698,2510.629674602143
RSA-5,R9A RES2,39.95,39.95,52643.14037357511,52643.14037357511,1599.0825550368425
RSA-5,R9A RES2,188.0,188.0,247191.88943769597,247191.88943769597,1631.4641071174024
RSA-3,R5 RES2,16.45,16.45,25407.07133048123,25407.07133048123,2645.628702246503
RSA-3,R5 RES2,54.050000000000004,54.050000000000004,80478.4253863762,80478.4253863762,2080.8643677229993
RSA-5,R9A RES2,108.10000000000001,108.10000000000001,142550.6973526618,142550.6973526618,1420.3349799517414
CMX-1,C1 COM1,2.35,2.35,3168.2340685284544,3168.2340685284544,1421.6258542836165
RSA-5,R9A RES2,162.15,162.15,213036.45859795425,213036.45859795425,1195.3047722377348
RSA-3,R5 RES2,28.200000000000003,28.200000000000003,42784.16978524409,42784.16978524409,3344.174383519329
CMX-1,C1 COM1,2.35,2.35,3031.3294008482144,3031.3294008482144,1592.9856318448367
RSA-3,R5 RES2,54.050000000000004,54.050000000000004,80840.55073553538,80840.55073553538,2184.872140429484
RM-1,R9 RES3,427.7,432.40000000000003,192038.12913043756,194507.19079068606,2509.70089798872
RSA-5,R9 RES3,94.0,274.95,123636.83963710284,123636.83963710284,770.0945778191443
RSA-5,R9A RES2,124.55000000000001,124.55000000000001,165315.8783216022,165315.8783216022,1146.7774043313923
RSD-1,R1 RES1,4.7,4.7,26085.510856112327,26085.510856112327,8415.746588487526
RSD-1,R1 RES1,4.7,4.7,21282.176269482617,21282.176269482617,8435.101976784148
RSA-4,R6 RES2,263.2,263.2,272463.1335237986,272463.1335237986,11430.783764658332
RSD-1,R1 RES1,4.7,4.7,23970.87330419197,23970.87330419197,8384.746642248378
RSA-2,R4 RES2,716.75,716.75,1154225.2307789123,1154225.2307789123,8414.18345356025
RSA-3,R5 RES2,437.1,437.1,629373.4114936448,629373.4114936448,8736.109841061785
RSA-4,R6 RES2,166.85,166.85,172780.53867521198,172780.53867521198,11933.017219044776
RSD-1,R1 RES1,2.35,2.35,19266.63993168372,19266.63993168372,8376.840310873049
RSD-1,R1 RES1,65.8,65.8,298421.2844649041,298421.2844649041,8166.303408611252
RSA-4,R6 RES2,148.05,148.05,153283.62357575473,153283.62357575473,10748.559059248984
RSA-2,R4 RES2,58.75,58.75,94937.79118977777,94937.79118977777,8366.197915500434
RSA-2,R4 RES2,190.35,190.35,309103.1920004317,309103.1920004317,9365.399961100398
RSA-2,R4 RES2,91.65,91.65,148849.06629852182,148849.06629852182,9308.43327481226
RSA-2,R4 RES2,72.85000000000001,72.85000000000001,120106.35590969259,120106.35590969259,10027.54504084775
RSA-4,R6 RES2,112.80000000000001,112.80000000000001,118278.45129188825,118278.45129188825,12350.224702416463
RSD-1,R1 RES1,14.100000000000001,14.100000000000001,70373.67000967964,70373.67000967964,9050.176396684756
RSD-3,R2 RES1,21.150000000000002,21.150000000000002,43079.09947880104,43079.09947880104,9268.737691468594
RSA-2,R4 RES2,35.25,35.25,58885.9784330056,58885.9784330056,9925.160824909623
RSD-1,R1 RES1,4.7,4.7,22866.07524411307,22866.07524411307,9024.301869906352
RSA-2,R4 RES2,16.45,16.45,26808.31544134795,26808.31544134795,10264.004165082351
RSD-3,R2 RES1,58.75,58.75,116821.38996668713,116821.38996668713,9194.452633800303
RSA-5,R13 RES4,63.45,131.6,83040.32457418,58561.5829155007,1686.0642083529494
RM-1,R10 RES3,298.45,303.15000000000003,133812.43751546377,135532.88314066263,894.7543529662611
ICMX,L4 IND1,472.35,472.35,211954.86602532916,211954.86602532916,355.70090104499064
CMX-2,C2 COM1,82.25,82.25,36518.89014614054,36518.89014614054,556.8864014917182
RSA-5,R10A RES2,28.200000000000003,28.200000000000003,39200.9997897244,39200.9997897244,706.8367411977789
CMX-2,C2 COM1,9.4,9.4,3548.971761145007,3548.971761145007,948.9013854047472
RSA-5,R10A RES2,42.300000000000004,42.300000000000004,56745.27668361555,56745.27668361555,612.4117399695773
RM-1,R10 RES3,408.90000000000003,413.6,183574.5829977756,185934.82763631846,952.8734297968493
CMX-1,C1 COM1,2.35,2.35,3039.454828117382,3039.454828117382,1627.6693782729933
CMX-2,C2 COM1,79.9,79.9,35314.96266057501,35314.96266057501,453.477362524277
CMX-2,C2 COM1,56.400000000000006,56.400000000000006,24808.016361085625,24808.016361085625,785.5728669275576
CMX-1,C1 COM1,2.35,2.35,2435.5254565819387,2435.5254565819387,1602.698240946855
CMX-2,C2 COM1,7.050000000000001,7.050000000000001,3075.1401621854184,3075.1401621854184,998.0403300216096
RM-1,R10 RES3,148.05,150.4,66003.8960916116,66852.51761278948,478.2177523556059
CMX-2,C2 COM1,9.4,9.4,3267.173191063227,3267.173191063227,1017.9482731947288
RSA-5,R10A RES2,180.95000000000002,180.95000000000002,238227.55189987458,238227.55189987458,873.0936247131721
RSA-5,C2 COM1,16.45,75.2,23799.439680597145,33567.61591057425,1032.3357082921689
CMX-3,G2 IND3,552.25,0.0,247689.22346852123,206407.6862237677,438.36019291676223
CMX-2.5,G2 IND3,162.15,0.0,72815.2486308494,97086.99817446586,366.51297619163023
CMX-1,C1 COM1,9.4,9.4,14264.061064911248,14264.061064911248,2407.0500872792763
RSA-5,R9A RES2,112.80000000000001,112.80000000000001,149652.1762520136,149652.1762520136,2102.3500221723093
RSA-3,R5 RES2,131.6,131.6,190452.19644316146,190452.19644316146,5270.269773378617
RSA-5,R9A RES2,192.70000000000002,192.70000000000002,254112.7436338506,254112.7436338506,2389.2598822363407
RSA-5,R9A RES2,115.15,115.15,151538.74562765137,151538.74562765137,3768.2206216398067
CMX-1,C1 COM1,16.45,16.45,26026.86614127757,26026.86614127757,2834.264451527562
RM-2,R12 RES4,218.55,218.55,97842.18545142043,97842.18545142043,4895.1920413897615
RSA-5,R9A RES2,61.1,61.1,81337.07632920361,81337.07632920361,2127.032718315415
RSA-5,R9A RES2,75.2,75.2,98539.13009691093,98539.13009691093,2059.208317389983
RSA-3,R5 RES2,169.20000000000002,169.20000000000002,243180.65841108892,243180.65841108892,4599.458055619325
RSA-5,R9A RES2,103.4,103.4,137353.8052582385,137353.8052582385,2794.290416596863
RSA-3,R5 RES2,23.5,23.5,34912.16597148538,34912.16597148538,4326.289235011938
RSA-5,R9A RES2,47.0,47.0,63904.523400148566,63904.523400148566,1869.5970336095727
RSA-3,R5 RES2,145.70000000000002,145.70000000000002,209671.9823874191,209671.9823874191,8399.140843004552
RSD-3,R2 RES1,61.1,61.1,118943.9656189041,118943.9656189041,7968.449661884321
RSD-3,R2 RES1,192.70000000000002,192.70000000000002,372383.30525560863,372383.30525560863,7669.572527241974
RSA-2,R4 RES2,89.3,89.3,144852.68721487737,144852.68721487737,7733.333086865858
RSD-3,R2 RES1,35.25,35.25,68207.31444448416,68207.31444448416,8332.185677651974
RSA-2,R4 RES2,82.25,82.25,133618.97800867222,133618.97800867222,8410.621631624674
RSD-1,R1 RES1,4.7,4.7,22584.667429574947,22584.667429574947,7647.852285327289
RSA-4,R6 RES2,3673.05,3673.05,3799268.3997459216,3799268.3997459216,10032.35176489136
CMX-2,C2 COM1,197.4,197.4,88669.17876358554,88669.17876358554,8231.209525575045
RSA-4,R6 RES2,202.1,202.1,211401.48934768597,211401.48934768597,10951.940667887206
RSD-3,R2 RES1,263.2,263.2,507387.9311121225,507387.9311121225,6643.261328735205
RSD-3,R2 RES1,32.9,32.9,65665.81047044793,65665.81047044793,8114.812916045262
RTA-1,R5A RES3,291.40000000000003,291.40000000000003,210450.8629989141,210450.8629989141,8352.156315215962
RSD-1,R1 RES1,2.35,2.35,11597.069444929919,11597.069444929919,8017.60635438442
RSA-2,R4 RES2,124.55000000000001,124.55000000000001,201677.73022520618,201677.73022520618,7550.603523271859
RSD-3,R2 RES1,2.35,2.35,5867.502350110779,5867.502350110779,8101.412211809053
RSA-4,R6 RES2,143.35,143.35,149131.82154838758,149131.82154838758,10878.081637671085
RSD-3,R2 RES1,9.4,9.4,20463.72832521887,20463.72832521887,7970.336212467529
RSD-3,R2 RES1,42.300000000000004,42.300000000000004,82212.60625885025,82212.60625885025,8067.051576053201
RSA-5,R9A RES2,157.45000000000002,157.45000000000002,205344.37870387448,205344.37870387448,3097.7309567333436
RSA-5,R9A RES2,152.75,152.75,200615.49431397265,200615.49431397265,1933.4065649831405
RSA-5,R9A RES2,86.95,86.95,115903.84358059055,115903.84358059055,5178.956229411907
RM-1,R8 RES3,141.0,84.60000000000001,63004.509961117314,45003.22140079809,2575.812580435488
CMX-2,C2 COM1,89.3,89.3,39533.92604332272,39533.92604332272,1924.0801411971363
RSA-5,R9A RES2,58.75,58.75,79274.15679682956,79274.15679682956,1883.766882149571
